,0 1
14821,161 87
14822,545 28
14823,164 447
14824,572 593
14825,20 83
14826,426 114
14827,106 358
14828,107 83
14829,165 362
14830,243 166
14831,51 27
14832,618 617
14833,129 121
14834,166 243
14835,40 847
14836,131 532
14837,83 20
14838,183 371
14839,183 36
14840,199 53
14841,30 39
14842,157 284
14843,135 443
14844,59 865
14845,708 371
14846,700 707
14847,537 85
14848,63 88
14849,179 262
14850,179 349
14851,245 171
14852,500 499
14853,500 502
14854,500 504
14855,730 730
14856,674 265
14857,291 142
14858,431 4
14859,165 290
14860,136 136
14861,44 133
14862,13 349
14863,302 238
14864,238 302
14865,275 813
14866,450 426
14867,21 280
14868,295 576
14869,27 51
14870,856 166
14871,450 295
14872,492 256
14873,492 518
14874,44 856
14875,44 121
14876,258 16
14877,425 65
14878,265 500
14879,434 252
14880,96 66
14881,655 167
14882,258 249
14883,390 438
14884,438 390
14885,82 23
14886,865 412
14887,412 865
14888,303 236
14889,107 57
14890,160 778
14891,256 249
14892,148 401
14893,290 295
14894,174 157
14895,529 362
14896,170 280
14897,114 426
14898,195 552
14899,366 443
14900,443 366
14901,266 9
14902,356 509
14903,356 362
14904,295 290
14905,147 644
14906,58 244
14907,23 427
14908,58 372
14909,23 215
14910,23 333
14911,69 356
14912,97 434
14913,434 97
14914,249 367
14915,356 69
14916,76 333
14917,144 433
14918,579 15
14919,57 460
14920,9 266
14921,157 130
14922,132 89
14923,856 44
14924,266 358
14925,457 238
14926,500 506
14927,285 571
14928,283 758
14929,434 158
14930,194 6
14931,523 706
14932,160 141
14933,158 434
14934,160 54
14935,160 85
14936,440 366
14937,29 533
14938,706 836
14939,434 361
14940,434 593
14941,434 275
14942,366 440
14943,173 256
14944,57 552
14945,366 356
14946,552 57
14947,856 7
14948,158 89
14949,570 247
14950,7 856
14951,115 546
14952,5 218
14953,218 5
14954,51 30
14955,6 544
14956,64 183
14957,777 482
14958,500 569
14959,500 332
14960,500 264
14961,173 155
14962,30 128
14963,30 51
14964,356 366
14965,198 196
14966,198 51
14967,198 197
14968,198 199
14969,198 200
14970,198 167
14971,198 201
14972,198 202
14973,198 593
14974,198 203
14975,198 204
14976,198 776
14977,198 205
14978,198 206
14979,198 94
14980,198 95
14981,198 207
14982,430 441
14983,627 667
14984,627 549
14985,627 189
14986,177 18
14987,440 399
14988,440 172
14989,440 14
14990,106 223
14991,82 333
14992,218 183
14993,23 107
14994,537 243
14995,172 440
14996,450 13
14997,18 177
14998,213 487
14999,84 444
15000,84 582
15001,84 1
15002,84 127
15003,84 210
15004,249 401
15005,473 232
15006,494 310
15007,845 281
15008,444 84
15009,232 473
15010,455 211
15011,366 68
15012,171 333
15013,160 371
15014,612 474
15015,401 249
15016,13 421
15017,57 54
15018,371 160
15019,506 504
15020,183 218
15021,336 280
15022,356 549
15023,213 558
15024,9 213
15025,265 674
15026,345 178
15027,165 51
15028,128 106
15029,211 455
15030,21 256
15031,546 333
15032,282 560
15033,316 758
15034,546 508
15035,856 160
15036,232 65
15037,310 18
15038,448 62
15039,860 115
15040,210 249
15041,137 546
15042,115 16
15043,362 16
15044,424 258
15045,424 237
15046,186 531
15047,602 707
15048,459 565
15049,206 290
15050,16 362
15051,254 366
15052,826 809
15053,34 438
15054,66 96
15055,62 448
15056,438 34
15057,96 469
15058,362 62
15059,809 826
15060,696 297
15061,290 206
15062,424 758
15063,514 108
15064,412 665
15065,62 362
15066,263 486
15067,430 308
15068,430 211
15069,430 462
15070,5 243
15071,430 12
15072,129 166
15073,129 283
15074,430 565
15075,506 87
15076,128 576
15077,258 424
15078,856 434
15079,173 249
15080,459 362
15081,459 358
15082,696 17
15083,707 465
15084,665 412
15085,727 483
15086,425 568
15087,340 280
15088,13 108
15089,13 47
15090,482 483
15091,223 313
15092,54 552
15093,54 532
15094,443 135
15095,520 552
15096,520 532
15097,483 482
15098,132 809
15099,322 447
15100,229 143
15101,113 176
15102,600 129
15103,486 263
15104,552 520
15105,552 137
15106,552 532
15107,132 192
15108,271 809
15109,91 107
15110,183 756
15111,362 165
15112,0 297
15113,707 61
15114,107 296
15115,590 171
15116,144 434
15117,142 467
15118,546 760
15119,61 465
15120,61 519
15121,434 144
15122,309 311
15123,316 297
15124,82 419
15125,61 707
15126,105 419
15127,421 856
15128,57 243
15129,856 421
15130,549 627
15131,809 138
15132,809 271
15133,809 465
15134,809 519
15135,243 57
15136,280 51
15137,717 106
15138,537 189
15139,88 285
15140,192 132
15141,537 1
15142,186 186
15143,280 170
15144,358 510
15145,358 608
15146,358 602
15147,358 266
15148,358 452
15149,358 700
15150,514 91
15151,487 805
15152,68 68
15153,333 283
15154,387 377
15155,70 83
15156,107 91
15157,58 6
15158,62 137
15159,311 494
15160,51 165
15161,249 165
15162,249 184
15163,351 734
15164,351 1
15165,351 130
15166,351 181
15167,351 95
15168,13 4
15169,549 356
15170,674 569
15171,714 62
15172,64 417
15173,96 866
15174,280 47
15175,96 867
15176,101 83
15177,377 227
15178,247 707
15179,79 420
15180,597 282
15181,312 228
15182,13 413
15183,133 166
15184,601 107
15185,118 209
15186,172 143
15187,127 169
15188,390 380
15189,253 366
15190,537 170
15191,320 868
15192,170 537
15193,283 333
15194,446 429
15195,526 655
15196,115 283
15197,4 13
15198,420 79
15199,176 129
15200,526 714
15201,380 390
15202,826 803
15203,166 129
15204,6 58
15205,760 546
15206,426 290
15207,869 181
15208,869 179
15209,869 397
15210,181 869
15211,128 420
15212,412 56
15213,107 44
15214,777 10
15215,535 777
15216,19 856
15217,65 840
15218,65 425
15219,65 714
15220,139 216
15221,139 334
15222,65 526
15223,420 128
15224,206 291
15225,280 219
15226,179 869
15227,397 869
15228,105 64
15229,820 751
15230,427 431
15231,549 362
15232,465 61
15233,465 809
15234,465 707
15235,291 168
15236,582 84
15237,353 640
15238,160 66
15239,418 6
15240,284 214
15241,55 809
15242,306 21
15243,707 232
15244,56 481
15245,56 271
15246,56 826
15247,343 107
15248,371 97
15249,38 170
15250,856 366
15251,232 707
15252,698 138
15253,91 160
15254,160 519
15255,333 84
15256,419 490
15257,320 157
15258,368 375
15259,96 80
15260,263 115
15261,797 797
15262,87 233
15263,87 393
15264,63 44
15265,63 419
15266,63 490
15267,63 184
15268,211 283
15269,283 378
15270,283 211
15271,405 45
15272,143 128
15273,280 116
15274,115 263
15275,115 145
15276,290 426
15277,145 115
15278,393 87
15279,38 847
15280,190 473
15281,640 185
15282,6 845
15283,121 191
15284,118 128
15285,563 493
15286,121 548
15287,845 6
15288,458 813
15289,121 228
15290,121 99
15291,121 438
15292,61 389
15293,61 392
15294,61 391
15295,61 368
15296,61 104
15297,121 747
15298,121 540
15299,222 1
15300,121 168
15301,121 172
15302,121 526
15303,121 426
15304,121 93
15305,121 261
15306,174 405
15307,803 767
15308,309 0
15309,141 6
15310,154 654
15311,84 494
15312,84 86
15313,84 107
15314,84 62
15315,209 5
15316,17 252
15317,17 441
15318,17 233
15319,17 163
15320,17 269
15321,17 23
15322,17 404
15323,17 493
15324,17 532
15325,17 427
15326,17 474
15327,17 180
15328,17 41
15329,17 153
15330,17 115
15331,17 173
15332,17 147
15333,474 81
15334,147 17
15335,865 865
15336,316 268
15337,128 118
15338,71 612
15339,570 707
15340,627 707
15341,809 137
15342,333 280
15343,160 107
15344,413 200
15345,214 207
15346,120 5
15347,865 59
15348,3 89
15349,797 231
15350,128 1
15351,231 797
15352,358 459
15353,314 106
15354,355 107
15355,107 343
15356,828 546
15357,89 3
15358,452 265
15359,211 83
15360,53 440
15361,191 420
15362,803 826
15363,717 215
15364,674 707
15365,333 129
15366,407 525
15367,506 83
15368,263 280
15369,106 314
15370,426 93
15371,93 424
15372,616 459
15373,747 424
15374,451 360
15375,129 422
15376,59 138
15377,612 2
15378,422 129
15379,45 405
15380,373 528
15381,612 4
15382,86 756
15383,340 129
15384,543 672
15385,412 138
15386,44 128
15387,756 86
15388,401 430
15389,401 543
15390,401 664
15391,401 870
15392,401 835
15393,69 362
15394,533 63
15395,280 263
15396,459 616
15397,93 426
15398,17 424
15399,69 420
15400,726 85
15401,51 201
15402,121 232
15403,82 856
15404,616 1
15405,327 728
15406,5 209
15407,82 365
15408,82 169
15409,518 615
15410,452 856
15411,758 61
15412,82 36
15413,865 63
15414,588 282
15415,168 424
15416,707 627
15417,526 424
15418,168 493
15419,61 758
15420,82 106
15421,82 130
15422,172 424
15423,82 314
15424,82 188
15425,82 127
15426,362 107
15427,249 550
15428,44 283
15429,818 189
15430,85 160
15431,170 38
15432,312 255
15433,143 172
15434,186 654
15435,828 45
15436,549 82
15437,543 494
15438,96 327
15439,426 263
15440,49 87
15441,87 49
15442,44 82
15443,340 811
15444,121 78
15445,526 543
15446,107 362
15447,426 440
15448,169 263
15449,213 265
15450,82 356
15451,83 329
15452,61 537
15453,61 52
15454,83 474
15455,38 113
15456,23 464
15457,23 128
15458,23 220
15459,23 367
15460,500 141
15461,30 261
15462,420 69
15463,55 520
15464,325 21
15465,84 546
15466,84 272
15467,84 835
15468,230 424
15469,230 282
15470,375 368
15471,200 413
15472,533 856
15473,83 44
15474,483 219
15475,440 426
15476,121 308
15477,397 122
15478,232 426
15479,188 145
15480,256 705
15481,272 84
15482,16 157
15483,122 397
15484,21 83
15485,538 723
15486,306 538
15487,372 513
15488,170 533
15489,4 612
15490,820 168
15491,311 222
15492,174 284
15493,329 96
15494,245 486
15495,719 397
15496,598 482
15497,165 860
15498,107 327
15499,327 107
15500,96 329
15501,481 96
15502,777 733
15503,83 128
15504,777 538
15505,520 166
15506,168 820
15507,302 160
15508,820 618
15509,419 81
15510,265 452
15511,160 302
15512,533 164
15513,533 269
15514,733 306
15515,21 533
15516,282 494
15517,47 14
15518,533 360
15519,533 213
15520,106 518
15521,106 419
15522,828 434
15523,733 777
15524,164 16
15525,294 280
15526,14 482
15527,581 531
15528,424 128
15529,533 362
15530,533 529
15531,206 515
15532,206 232
15533,206 292
15534,585 129
15535,145 188
15536,129 87
15537,222 543
15538,211 402
15539,362 356
15540,280 294
15541,498 538
15542,171 113
15543,249 489
15544,520 55
15545,284 174
15546,434 828
15547,329 576
15548,263 426
15549,263 338
15550,263 169
15551,211 420
15552,263 168
15553,263 290
15554,669 615
15555,169 113
15556,14 515
15557,135 338
15558,515 206
15559,803 2
15560,2 612
15561,426 113
15562,860 251
15563,419 44
15564,419 128
15565,419 14
15566,44 419
15567,173 546
15568,419 460
15569,169 30
15570,184 189
15571,113 426
15572,64 357
15573,615 669
15574,14 419
15575,421 86
15576,420 211
15577,482 14
15578,428 273
15579,169 464
15580,464 169
15581,285 625
15582,477 66
15583,264 406
15584,264 359
15585,86 421
15586,211 64
15587,113 169
15588,30 30
15589,266 555
15590,266 324
15591,266 754
15592,30 24
15593,64 211
15594,265 232
15595,533 88
15596,533 302
15597,557 201
15598,9 264
15599,213 264
15600,66 514
15601,362 69
15602,63 865
15603,186 433
15604,543 401
15605,30 169
15606,205 483
15607,232 265
15608,48 372
15609,865 56
15610,308 16
15611,56 865
15612,533 306
15613,533 173
15614,465 519
15615,29 443
15616,569 501
15617,538 777
15618,183 464
15619,183 351
15620,421 421
15621,38 30
15622,27 165
15623,786 519
15624,423 333
15625,799 189
15626,747 121
15627,96 28
15628,160 59
15629,280 483
15630,83 450
15631,845 520
15632,28 96
15633,290 14
15634,608 213
15635,16 308
15636,426 572
15637,183 160
15638,211 683
15639,5 496
15640,661 707
15641,231 196
15642,231 385
15643,231 871
15644,404 533
15645,859 366
15646,231 730
15647,162 432
15648,593 572
15649,537 14
15650,777 340
15651,196 231
15652,506 651
15653,368 112
15654,90 86
15655,13 698
15656,307 206
15657,288 295
15658,856 452
15659,112 368
15660,433 433
15661,101 125
15662,845 865
15663,520 845
15664,36 588
15665,375 142
15666,306 64
15667,730 231
15668,88 183
15669,776 776
15670,280 160
15671,183 302
15672,271 698
15673,302 183
15674,118 301
15675,820 362
15676,142 375
15677,708 353
15678,160 25
15679,546 404
15680,362 28
15681,362 280
15682,362 129
15683,93 513
15684,355 210
15685,627 809
15686,530 533
15687,126 723
15688,255 210
15689,549 855
15690,549 187
15691,549 80
15692,549 298
15693,549 779
15694,549 663
15695,549 582
15696,549 287
15697,549 188
15698,549 800
15699,549 799
15700,549 67
15701,549 747
15702,549 551
15703,549 679
15704,549 671
15705,549 710
15706,549 778
15707,549 146
15708,549 818
15709,549 690
15710,549 190
15711,549 540
15712,549 467
15713,340 274
15714,143 758
15715,465 14
15716,706 290
15717,169 290
15718,244 210
15719,533 371
15720,201 557
15721,533 210
15722,20 222
15723,62 419
15724,128 81
15725,588 169
15726,169 588
15727,362 820
15728,434 506
15729,13 440
15730,81 128
15731,14 465
15732,424 164
15733,251 30
15734,178 345
15735,288 83
15736,272 310
15737,211 489
15738,30 251
15739,411 4
15740,810 520
15741,232 266
15742,164 424
15743,4 411
15744,308 166
15745,342 157
15746,266 232
15747,87 828
15748,86 620
15749,738 271
15750,165 533
15751,271 738
15752,128 116
15753,173 494
15754,841 231
15755,533 582
15756,231 841
15757,489 211
15758,860 438
15759,326 733
15760,282 248
15761,18 18
15762,160 283
15763,182 351
15764,419 270
15765,419 337
15766,419 199
15767,419 591
15768,419 168
15769,419 172
15770,419 214
15771,419 256
15772,419 221
15773,419 68
15774,419 106
15775,419 184
15776,419 468
15777,419 62
15778,419 12
15779,419 526
15780,86 518
15781,419 848
15782,187 533
15783,466 500
15784,261 121
15785,282 687
15786,597 460
15787,64 492
15788,533 326
15789,494 543
15790,582 533
15791,494 173
15792,533 820
15793,151 251
15794,18 74
15795,380 160
15796,498 405
15797,58 83
15798,238 243
15799,115 105
15800,490 518
15801,210 424
15802,4 256
15803,251 151
15804,806 806
15805,714 86
15806,280 113
15807,405 498
15808,430 533
15809,249 464
15810,249 218
15811,58 183
15812,533 541
15813,526 121
15814,533 147
15815,183 58
15816,356 424
15817,623 611
15818,533 116
15819,206 786
15820,681 133
15821,448 107
15822,80 128
15823,426 423
15824,5 738
15825,5 271
15826,141 502
15827,107 400
15828,400 107
15829,809 707
15830,466 504
15831,465 667
15832,465 473
15833,465 549
15834,465 189
15835,651 624
15836,169 318
15837,302 285
15838,708 124
15839,318 426
15840,93 121
15841,733 326
15842,544 6
15843,865 845
15844,474 96
15845,79 226
15846,44 699
15847,283 128
15848,142 303
15849,243 319
15850,533 234
15851,290 263
15852,533 242
15853,387 389
15854,303 271
15855,419 129
15856,86 328
15857,86 90
15858,304 256
15859,132 142
15860,533 310
15861,533 17
15862,283 371
15863,358 247
15864,142 424
15865,283 393
15866,283 320
15867,4 587
15868,107 356
15869,107 212
15870,107 550
15871,107 459
15872,107 163
15873,107 131
15874,107 589
15875,107 420
15876,107 544
15877,107 489
15878,107 427
15879,107 233
15880,107 642
15881,107 495
15882,107 210
15883,107 21
15884,107 269
15885,107 393
15886,107 221
15887,107 211
15888,107 490
15889,107 36
15890,271 303
15891,129 419
15892,529 265
15893,265 529
15894,58 13
15895,138 685
15896,362 51
15897,92 336
15898,350 351
15899,287 68
15900,426 318
15901,314 18
15902,314 228
15903,314 764
15904,96 474
15905,856 362
15906,856 19
15907,385 231
15908,14 426
15909,251 860
15910,655 37
15911,249 180
15912,249 278
15913,295 288
15914,129 695
15915,424 211
15916,69 141
15917,27 261
15918,264 707
15919,220 23
15920,695 129
15921,256 304
15922,448 273
15923,320 283
15924,395 164
15925,108 652
15926,419 280
15927,419 371
15928,480 508
15929,450 329
15930,264 232
15931,533 262
15932,533 180
15933,426 245
15934,872 707
15935,232 264
15936,533 201
15937,167 181
15938,167 526
15939,14 51
15940,261 51
15941,154 107
15942,473 183
15943,241 498
15944,141 81
15945,698 13
15946,444 438
15947,16 164
15948,292 168
15949,63 131
15950,305 516
15951,305 517
15952,516 305
15953,685 6
15954,181 64
15955,149 167
15956,533 46
15957,845 845
15958,776 204
15959,707 872
15960,872 85
15961,167 149
15962,425 457
15963,425 289
15964,425 621
15965,425 873
15966,425 294
15967,425 874
15968,425 430
15969,425 705
15970,425 543
15971,425 526
15972,425 870
15973,425 835
15974,425 714
15975,425 574
15976,425 129
15977,425 130
15978,425 791
15979,425 562
15980,425 403
15981,563 86
15982,231 656
15983,178 483
15984,533 115
15985,256 4
15986,408 96
15987,96 114
15988,96 408
15989,125 101
15990,183 236
15991,533 822
15992,533 290
15993,114 96
15994,397 103
15995,6 685
15996,820 856
15997,483 178
15998,533 576
15999,652 108
16000,619 56
16001,619 57
16002,619 303
16003,619 89
16004,83 433
16005,121 217
16006,121 432
16007,160 83
16008,533 458
16009,823 264
16010,282 234
16011,156 381
16012,181 383
16013,181 628
16014,269 579
16015,793 613
16016,211 695
16017,533 667
16018,211 240
16019,54 138
16020,54 271
16021,54 826
16022,546 828
16023,390 756
16024,209 420
16025,695 211
16026,419 161
16027,533 430
16028,483 232
16029,272 428
16030,272 429
16031,430 183
16032,128 419
16033,526 181
16034,526 167
16035,106 357
16036,183 430
16037,242 243
16038,411 738
16039,420 209
16040,405 541
16041,855 155
16042,155 855
16043,209 13
16044,875 170
16045,533 493
16046,88 806
16047,430 856
16048,333 533
16049,747 62
16050,84 623
16051,84 373
16052,13 63
16053,13 767
16054,533 20
16055,197 205
16056,107 107
16057,747 282
16058,474 84
16059,93 576
16060,89 211
16061,89 58
16062,533 19
16063,107 318
16064,450 93
16065,401 712
16066,57 160
16067,65 533
16068,533 44
16069,181 167
16070,94 351
16071,413 93
16072,685 138
16073,533 504
16074,5 450
16075,820 30
16076,820 165
16077,421 487
16078,272 447
16079,504 533
16080,120 133
16081,160 57
16082,56 412
16083,564 263
16084,564 183
16085,564 356
16086,564 304
16087,564 686
16088,564 4
16089,564 303
16090,564 10
16091,564 638
16092,564 164
16093,564 640
16094,564 748
16095,564 589
16096,564 114
16097,564 2
16098,564 158
16099,564 81
16100,564 63
16101,564 876
16102,564 340
16103,564 338
16104,564 480
16105,564 281
16106,564 258
16107,362 856
16108,6 418
16109,362 160
16110,438 860
16111,114 220
16112,114 44
16113,114 362
16114,438 444
16115,208 211
16116,333 441
16117,333 233
16118,333 269
16119,333 404
16120,820 143
16121,820 342
16122,820 172
16123,820 133
16124,820 231
16125,820 129
16126,820 581
16127,820 123
16128,820 464
16129,820 232
16130,820 482
16131,820 47
16132,820 336
16133,820 93
16134,820 483
16135,820 136
16136,820 171
16137,448 579
16138,448 617
16139,448 274
16140,448 164
16141,448 448
16142,448 735
16143,395 16
16144,498 241
16145,40 119
16146,160 550
16147,160 549
16148,56 698
16149,859 685
16150,498 232
16151,58 215
16152,145 255
16153,859 137
16154,19 533
16155,215 58
16156,243 242
16157,342 62
16158,533 877
16159,533 81
16160,417 176
16161,114 533
16162,401 289
16163,401 873
16164,401 294
16165,401 874
16166,401 705
16167,401 574
16168,401 791
16169,533 141
16170,176 417
16171,6 194
16172,25 301
16173,352 656
16174,301 25
16175,201 82
16176,201 121
16177,498 178
16178,178 498
16179,177 113
16180,424 738
16181,82 201
16182,107 162
16183,113 177
16184,572 82
16185,498 406
16186,498 446
16187,498 501
16188,498 332
16189,560 341
16190,115 460
16191,104 393
16192,728 327
16193,559 142
16194,160 56
16195,86 393
16196,393 86
16197,205 86
16198,45 447
16199,83 23
16200,593 342
16201,165 142
16202,86 563
16203,250 174
16204,533 236
16205,174 250
16206,498 14
16207,16 64
16208,142 165
16209,329 198
16210,714 413
16211,533 408
16212,69 747
16213,581 533
16214,174 854
16215,408 533
16216,447 272
16217,447 45
16218,56 209
16219,167 197
16220,414 443
16221,234 282
16222,161 707
16223,747 69
16224,240 211
16225,342 593
16226,30 424
16227,243 209
16228,160 526
16229,32 32
16230,96 234
16231,303 738
16232,209 56
16233,533 165
16234,533 361
16235,533 114
16236,391 389
16237,15 174
16238,208 194
16239,389 387
16240,533 190
16241,499 232
16242,499 332
16243,5 362
16244,52 820
16245,332 836
16246,152 70
16247,29 116
16248,6 426
16249,66 90
16250,600 585
16251,820 52
16252,828 419
16253,85 86
16254,62 375
16255,375 62
16256,132 249
16257,443 414
16258,180 468
16259,330 330
16260,533 35
16261,533 40
16262,533 23
16263,533 303
16264,160 193
16265,845 58
16266,362 466
16267,232 501
16268,366 424
16269,607 419
16270,195 174
16271,457 568
16272,457 840
16273,457 426
16274,457 425
16275,174 195
16276,533 28
16277,424 30
16278,105 400
16279,611 270
16280,400 105
16281,249 64
16282,533 342
16283,106 283
16284,268 248
16285,533 169
16286,249 695
16287,417 162
16288,695 249
16289,498 12
16290,40 533
16291,498 247
16292,242 236
16293,152 84
16294,423 5
16295,86 590
16296,86 35
16297,63 13
16298,96 236
16299,455 547
16300,528 392
16301,172 51
16302,271 145
16303,9 699
16304,9 500
16305,9 502
16306,9 406
16307,9 498
16308,9 332
16309,9 358
16310,24 440
16311,442 442
16312,183 854
16313,142 20
16314,32 533
16315,303 424
16316,171 245
16317,69 86
16318,96 470
16319,208 4
16320,208 63
16321,470 96
16322,20 142
16323,5 120
16324,96 333
16325,96 23
16326,74 424
16327,54 132
16328,23 96
16329,5 423
16330,440 24
16331,332 608
16332,12 498
16333,201 533
16334,271 137
16335,552 271
16336,115 83
16337,51 79
16338,115 615
16339,115 442
16340,473 419
16341,473 498
16342,498 473
16343,662 494
16344,662 86
16345,494 662
16346,333 96
16347,61 872
16348,305 683
16349,143 325
16350,197 64
16351,226 107
16352,872 61
16353,457 526
16354,211 734
16355,211 764
16356,55 271
16357,160 498
16358,424 495
16359,424 695
16360,198 485
16361,269 335
16362,840 562
16363,63 6
16364,856 265
16365,678 68
16366,236 96
16367,62 143
16368,255 405
16369,504 11
16370,235 319
16371,162 321
16372,83 143
16373,51 118
16374,101 131
16375,467 418
16376,841 397
16377,397 841
16378,715 20
16379,169 365
16380,62 747
16381,443 29
16382,442 455
16383,447 62
16384,358 232
16385,358 466
16386,358 765
16387,232 358
16388,58 698
16389,190 108
16390,608 332
16391,667 69
16392,496 64
16393,404 601
16394,281 57
16395,247 498
16396,6 141
16397,466 856
16398,856 466
16399,40 443
16400,21 174
16401,21 6
16402,589 142
16403,533 520
16404,560 211
16405,6 21
16406,323 300
16407,678 627
16408,533 168
16409,191 379
16410,249 2
16411,167 284
16412,167 232
16413,167 515
16414,167 130
16415,129 214
16416,11 129
16417,30 129
16418,515 167
16419,81 129
16420,275 60
16421,2 249
16422,174 21
16423,11 504
16424,581 301
16425,6 79
16426,832 412
16427,748 405
16428,284 167
16429,820 106
16430,215 820
16431,512 366
16432,300 323
16433,62 188
16434,301 581
16435,13 145
16436,60 275
16437,27 878
16438,106 169
16439,106 820
16440,454 82
16441,271 285
16442,303 5
16443,33 878
16444,440 231
16445,546 221
16446,62 189
16447,285 129
16448,366 512
16449,231 440
16450,485 198
16451,878 27
16452,27 62
16453,408 271
16454,431 84
16455,271 408
16456,412 832
16457,94 205
16458,588 438
16459,211 194
16460,64 197
16461,303 235
16462,438 588
16463,235 303
16464,550 44
16465,109 366
16466,549 44
16467,64 771
16468,96 46
16469,44 550
16470,44 549
16471,172 28
16472,172 27
16473,172 114
16474,405 438
16475,204 593
16476,198 329
16477,8 856
16478,93 543
16479,366 109
16480,335 448
16481,169 405
16482,26 135
16483,121 252
16484,856 8
16485,149 349
16486,62 544
16487,377 458
16488,169 860
16489,412 820
16490,132 366
16491,820 412
16492,150 148
16493,132 738
16494,372 64
16495,391 390
16496,546 355
16497,280 572
16498,280 515
16499,280 204
16500,80 129
16501,13 39
16502,167 290
16503,167 292
16504,590 438
16505,590 86
16506,62 371
16507,438 590
16508,243 132
16509,132 243
16510,377 220
16511,481 59
16512,166 158
16513,0 313
16514,0 223
16515,879 242
16516,106 372
16517,106 373
16518,828 64
16519,320 94
16520,2 865
16521,350 320
16522,352 352
16523,232 167
16524,94 320
16525,166 2
16526,96 20
16527,223 0
16528,280 13
16529,506 166
16530,544 62
16531,546 158
16532,20 96
16533,361 438
16534,169 816
16535,438 361
16536,552 809
16537,438 405
16538,390 268
16539,283 44
16540,236 208
16541,452 19
16542,52 61
16543,700 19
16544,166 399
16545,166 506
16546,114 116
16547,221 546
16548,4 145
16549,145 4
16550,338 114
16551,116 114
16552,816 816
16553,5 303
16554,427 333
16555,427 23
16556,454 106
16557,166 427
16558,154 154
16559,506 856
16560,87 300
16561,19 365
16562,27 170
16563,27 338
16564,27 135
16565,880 174
16566,237 424
16567,174 880
16568,96 340
16569,444 417
16570,428 140
16571,587 4
16572,356 121
16573,96 151
16574,96 119
16575,96 263
16576,96 725
16577,96 442
16578,96 423
16579,96 437
16580,96 655
16581,96 47
16582,96 336
16583,96 136
16584,96 367
16585,96 439
16586,75 96
16587,423 96
16588,13 685
16589,96 173
16590,96 10
16591,96 259
16592,96 881
16593,96 326
16594,223 612
16595,10 96
16596,241 210
16597,326 96
16598,5 718
16599,106 454
16600,812 859
16601,442 96
16602,685 880
16603,3 62
16604,82 549
16605,82 518
16606,31 198
16607,58 859
16608,541 541
16609,2 283
16610,508 679
16611,292 515
16612,283 2
16613,103 395
16614,803 194
16615,128 204
16616,244 158
16617,478 13
16618,198 31
16619,46 322
16620,19 49
16621,880 286
16622,880 63
16623,165 820
16624,405 531
16625,251 27
16626,62 627
16627,346 511
16628,615 357
16629,241 244
16630,865 2
16631,357 615
16632,62 169
16633,31 162
16634,377 782
16635,533 15
16636,533 335
16637,860 816
16638,860 135
16639,533 322
16640,533 45
16641,178 681
16642,590 443
16643,114 172
16644,169 301
16645,880 685
16646,45 335
16647,533 4
16648,533 194
16649,513 642
16650,513 459
16651,87 211
16652,405 221
16653,238 62
16654,64 405
16655,4 698
16656,166 377
16657,166 12
16658,207 197
16659,197 207
16660,63 880
16661,162 31
16662,46 96
16663,661 362
16664,428 335
16665,362 661
16666,6 63
16667,322 676
16668,132 86
16669,15 322
16670,61 379
16671,768 99
16672,420 409
16673,47 96
16674,62 238
16675,96 101
16676,12 11
16677,428 322
16678,286 6
16679,243 236
16680,504 856
16681,451 141
16682,337 548
16683,685 408
16684,66 66
16685,405 263
16686,271 528
16687,387 485
16688,698 412
16689,57 411
16690,57 271
16691,249 12
16692,33 113
16693,419 5
16694,419 489
16695,543 93
16696,64 349
16697,528 271
16698,489 419
16699,142 77
16700,142 253
16701,142 756
16702,142 828
16703,142 131
16704,142 269
16705,142 180
16706,142 856
16707,142 404
16708,142 493
16709,142 153
16710,142 17
16711,142 173
16712,142 453
16713,142 147
16714,611 11
16715,11 12
16716,391 61
16717,142 812
16718,170 434
16719,4 712
16720,138 126
16721,211 258
16722,4 55
16723,4 738
16724,408 685
16725,81 166
16726,8 86
16727,303 551
16728,322 15
16729,322 428
16730,322 429
16731,428 15
16732,428 428
16733,405 758
16734,379 16
16735,379 80
16736,379 164
16737,379 63
16738,379 628
16739,438 5
16740,2 107
16741,146 601
16742,146 166
16743,6 587
16744,500 501
16745,500 406
16746,627 62
16747,845 303
16748,686 245
16749,58 880
16750,303 845
16751,349 64
16752,86 259
16753,259 86
16754,148 179
16755,533 187
16756,469 90
16757,91 758
16758,342 851
16759,4 271
16760,66 211
16761,229 338
16762,295 560
16763,166 23
16764,166 156
16765,358 105
16766,405 124
16767,152 288
16768,343 183
16769,343 129
16770,581 420
16771,166 880
16772,105 114
16773,105 367
16774,105 358
16775,352 178
16776,105 81
16777,105 326
16778,367 105
16779,551 303
16780,166 178
16781,618 404
16782,458 377
16783,458 183
16784,880 58
16785,86 8
16786,86 353
16787,326 143
16788,353 86
16789,809 806
16790,806 809
16791,417 79
16792,166 611
16793,249 19
16794,244 243
16795,62 64
16796,215 64
16797,149 490
16798,82 137
16799,417 183
16800,81 81
16801,166 573
16802,237 243
16803,47 417
16804,183 343
16805,249 187
16806,141 573
16807,141 9
16808,264 823
16809,533 581
16810,66 117
16811,66 611
16812,66 389
16813,66 661
16814,66 121
16815,66 560
16816,66 338
16817,66 480
16818,66 252
16819,66 48
