source,target,Type,Id,Label,timeset,weight
Charlotte/Douglas Intl,Fort Lauderdale/Hollywood Intl,Directed,779,,,0.0875
Charlotte/Douglas Intl,Memphis Intl,Directed,780,,,0.046
Charlotte/Douglas Intl,Luis Munoz Marin Intl,Directed,781,,,0.1774
Kansas City Intl,Charlotte/Douglas Intl,Directed,782,,,0.0802
Charlotte/Douglas Intl,New Orleans Intl/Moisant Fld/,Directed,783,,,0.0688
Indianapolis Intl,Charlotte/Douglas Intl,Directed,784,,,0.0509
Charlotte/Douglas Intl,Palm Beach Intl,Directed,785,,,0.0816
Charlotte/Douglas Intl,San Antonio Intl,Directed,786,,,0.1044
General Mitchell Intll,Charlotte/Douglas Intl,Directed,787,,,0.0819
James M Cox Dayton Intl,Charlotte/Douglas Intl,Directed,788,,,0.0478
Port Columbus Intl,Charlotte/Douglas Intl,Directed,789,,,0.0468
Charlotte/Douglas Intl,Southwest Florida Intl,Directed,790,,,0.083
Charlotte/Douglas Intl,Jacksonville Intl,Directed,791,,,0.0453
Norfolk Intl,Charlotte/Douglas Intl,Directed,792,,,0.029
Syracuse Hancock Intl,Charlotte/Douglas Intl,Directed,793,,,0.0793
Greater Rochester Intl,Charlotte/Douglas Intl,Directed,794,,,0.0773
Theodore Francis Green State,Charlotte/Douglas Intl,Directed,795,,,0.0789
Louisville Intl,Charlotte/Douglas Intl,Directed,796,,,0.0374
Charlotte/Douglas Intl,Sarasota/Bradenton Intl,Directed,797,,,0.0751
Charlotte/Douglas Intl,Adams Field,Directed,798,,,0.0576
Richmond Intll,Charlotte/Douglas Intl,Directed,799,,,0.0287
Piedmont Triad Intll,Charlotte/Douglas Intl,Directed,800,,,0.0099
Harrisburg Intll,Charlotte/Douglas Intl,Directed,801,,,0.0521
Charlotte/Douglas Intl,Greenville-Spartanburg,Directed,802,,,0.0071
Mc Ghee Tyson,Charlotte/Douglas Intl,Directed,803,,,0.0165
Long Island Mac Arthur,Charlotte/Douglas Intl,Directed,804,,,0.0666
Charlotte/Douglas Intl,Savannah Intll,Directed,805,,,0.0295
Charlotte/Douglas Intl,Daytona Beach Intl,Directed,806,,,0.0577
Charlotte/Douglas Intl,Huntsville Intl-Carl T Jones F,Directed,807,,,0.0301
Charlotte/Douglas Intl,Tallahassee Regional,Directed,808,,,0.0491
Charlotte/Douglas Intl,Pensacola Regional,Directed,809,,,0.0553
Charlotte/Douglas Intl,Mobile Regional,Directed,810,,,0.0569
Charlotte/Douglas Intl,Melbourne Intll,Directed,811,,,0.068
Roanoke Regional/Woodrum Field,Charlotte/Douglas Intl,Directed,812,,,0.0208
Charlotte/Douglas Intl,Myrtle Beach Intl,Directed,813,,,0.0179
Yeager,Charlotte/Douglas Intl,Directed,814,,,0.0304
Charlotte/Douglas Intl,Gainesville Regional,Directed,815,,,0.0532
Tri-Cities Regional Tn/Va,Charlotte/Douglas Intl,Directed,816,,,0.0141
Charlotte/Douglas Intl,Dannelly Field,Directed,817,,,0.0393
Charlotte/Douglas Intl,Fayetteville Regional/Grannis,Directed,818,,,0.0108
Charlotte/Douglas Intl,New Hanover Intll,Directed,819,,,0.0179
Charlotte/Douglas Intl,Albert J Ellis,Directed,820,,,0.0174
Kinston Regional Jetport At St,Charlotte/Douglas Intl,Directed,821,,,0.017
Chicago O'hare Intl,Washington National,Directed,822,,,0.0628
Washington National,Dallas/Fort Worth Intl,Directed,823,,,0.1167
John F Kennedy Intl,Washington National,Directed,824,,,0.0238
Washington National,Miami Intl,Directed,825,,,0.1259
La Guardia,Washington National,Directed,826,,,0.0244
Newark Intl,Washington National,Directed,827,,,0.0229
Detroit Metropolitan Wayne Cou,Washington National,Directed,828,,,0.0454
Washington National,Lambert-St Louis Intl,Directed,829,,,0.0678
Minneapolis-St Paul Intl/Wold-,Washington National,Directed,830,,,0.1005
Washington National,Orlando Intl,Directed,831,,,0.1019
Pittsburgh Intll,Washington National,Directed,832,,,0.0225
Washington National,Houston Intercontinental,Directed,833,,,0.126
Philadelphia Intl,Washington National,Directed,834,,,0.0134
Washington National,Tampa Intl,Directed,835,,,0.1077
Washington National,Raleigh-Durham Intll,Directed,836,,,0.0299
Washington National,Fort Lauderdale/Hollywood Intl,Directed,837,,,0.1232
Washington National,Memphis Intl,Directed,838,,,0.0753
Chicago Midway,Washington National,Directed,839,,,0.0613
Kansas City Intl,Washington National,Directed,840,,,0.0901
Washington National,New Orleans Intl/Moisant Fld/,Directed,841,,,0.1082
Indianapolis Intl,Washington National,Directed,842,,,0.0478
Washington National,Palm Beach Intl,Directed,843,,,0.1173
General Mitchell Intll,Washington National,Directed,844,,,0.0677
Washington National,Southwest Florida Intl,Directed,845,,,0.1201
Syracuse Hancock Intl,Washington National,Directed,846,,,0.0409
Greater Rochester Intl,Washington National,Directed,847,,,0.0408
Theodore Francis Green State,Washington National,Directed,848,,,0.0396
Washington National,Louisville Intl,Directed,849,,,0.0448
Washington National,Piedmont Triad Intll,Directed,850,,,0.0302
Salt Lake City Intl,Lambert-St Louis Intl,Directed,851,,,0.1118
Salt Lake City Intl,John Wayne Airport-Orange Coun,Directed,852,,,0.0742
Salt Lake City Intl,Sacramento Metropolitan,Directed,853,,,0.0529
Salt Lake City Intl,Tulsa Intl,Directed,854,,,0.0929
Salt Lake City Intl,Tucson Intl,Directed,855,,,0.083
Friedman Memorial,Salt Lake City Intl,Directed,856,,,0.0286
Twin Falls-Sun Valley Regional,Salt Lake City Intl,Directed,857,,,0.0206
San Francisco Intl,San Diego Intl-Lindbergh Fld,Directed,858,,,0.0536
Lambert-St Louis Intl,San Diego Intl-Lindbergh Fld,Directed,859,,,0.1482
Seattle-Tacoma Intl,San Diego Intl-Lindbergh Fld,Directed,860,,,0.1429
Salt Lake City Intl,San Diego Intl-Lindbergh Fld,Directed,861,,,0.0813
San Jose Intll,San Diego Intl-Lindbergh Fld,Directed,862,,,0.0504
John Wayne Airport-Orange Coun,San Diego Intl-Lindbergh Fld,Directed,863,,,0.0097
Sacramento Metropolitan,San Diego Intl-Lindbergh Fld,Directed,864,,,0.0613
Palm Springs Regional,San Diego Intl-Lindbergh Fld,Directed,865,,,0.0109
Chicago O'hare Intl,Baltimore-Washington Intl,Directed,866,,,0.0632
Baltimore-Washington Intl,Dallas/Fort Worth Intl,Directed,867,,,0.1198
Baltimore-Washington Intl,Los Angeles Intl,Directed,868,,,0.2183
Baltimore-Washington Intl,San Francisco Intl,Directed,869,,,0.2332
John F Kennedy Intl,Baltimore-Washington Intl,Directed,870,,,0.0203
Stapleton Intl,Baltimore-Washington Intl,Directed,871,,,0.1438
Baltimore-Washington Intl,Miami Intl,Directed,872,,,0.1291
La Guardia,Baltimore-Washington Intl,Directed,873,,,0.0209
Newark Intl,Baltimore-Washington Intl,Directed,874,,,0.0193
Baltimore-Washington Intl,Phoenix Sky Harbor Intl,Directed,875,,,0.1882
Detroit Metropolitan Wayne Cou,Baltimore-Washington Intl,Directed,876,,,0.0448
Baltimore-Washington Intl,Lambert-St Louis Intl,Directed,877,,,0.0698
Minneapolis-St Paul Intl/Wold-,Baltimore-Washington Intl,Directed,878,,,0.1004
Baltimore-Washington Intl,Mc Carran Intl,Directed,879,,,0.1982
Baltimore-Washington Intl,Orlando Intl,Directed,880,,,0.1053
Pittsburgh Intll,Baltimore-Washington Intl,Directed,881,,,0.0221
Baltimore-Washington Intl,Houston Intercontinental,Directed,882,,,0.1294
Philadelphia Intl,Baltimore-Washington Intl,Directed,883,,,0.0099
Baltimore-Washington Intl,Charlotte/Douglas Intl,Directed,884,,,0.0436
Baltimore-Washington Intl,Tampa Intl,Directed,885,,,0.1111
Baltimore-Washington Intl,Raleigh-Durham Intll,Directed,886,,,0.0333
Baltimore-Washington Intl,Cincinnati/Northern Kentucky I,Directed,887,,,0.0407
Baltimore-Washington Intl,Fort Lauderdale/Hollywood Intl,Directed,888,,,0.1264
Cleveland-Hopkins Intl,Baltimore-Washington Intl,Directed,889,,,0.034
Baltimore-Washington Intl,Luis Munoz Marin Intl,Directed,890,,,0.2054
Kansas City Intl,Baltimore-Washington Intl,Directed,891,,,0.0919
Baltimore-Washington Intl,New Orleans Intl/Moisant Fld/,Directed,892,,,0.1117
Indianapolis Intl,Baltimore-Washington Intl,Directed,893,,,0.0493
Baltimore-Washington Intl,Palm Beach Intl,Directed,894,,,0.1206
James M Cox Dayton Intl,Baltimore-Washington Intl,Directed,895,,,0.039
Port Columbus Intl,Baltimore-Washington Intl,Directed,896,,,0.0327
Baltimore-Washington Intl,Southwest Florida Intl,Directed,897,,,0.1234
Baltimore-Washington Intl,Jacksonville Intl,Directed,898,,,0.0867
Baltimore-Washington Intl,Norfolk Intl,Directed,899,,,0.0219
Syracuse Hancock Intl,Baltimore-Washington Intl,Directed,900,,,0.0377
Greater Rochester Intl,Baltimore-Washington Intl,Directed,901,,,0.038
Theodore Francis Green State,Baltimore-Washington Intl,Directed,902,,,0.0362
Baltimore-Washington Intl,Sarasota/Bradenton Intl,Directed,903,,,0.1164
Baltimore-Washington Intl,Richmond Intll,Directed,904,,,0.0162
Baltimore-Washington Intl,Piedmont Triad Intll,Directed,905,,,0.0338
Long Island Mac Arthur,Baltimore-Washington Intl,Directed,906,,,0.0239
Baltimore-Washington Intl,Savannah Intll,Directed,907,,,0.0712
Baltimore-Washington Intl,Roanoke Regional/Woodrum Field,Directed,908,,,0.0243
Oneida County,Baltimore-Washington Intl,Directed,909,,,0.0386
Chicago O'hare Intl,Washington Dulles Intl,Directed,910,,,0.0606
Washington Dulles Intl,Los Angeles Intl,Directed,911,,,0.2139
Washington Dulles Intl,San Francisco Intl,Directed,912,,,0.229
John F Kennedy Intl,Washington Dulles Intl,Directed,913,,,0.0247
Washington Dulles Intl,Miami Intl,Directed,914,,,0.1264
La Guardia,Washington Dulles Intl,Directed,915,,,0.0253
Washington Dulles Intl,Phoenix Sky Harbor Intl,Directed,916,,,0.1837
Washington Dulles Intl,Lambert-St Louis Intl,Directed,917,,,0.0657
Minneapolis-St Paul Intl/Wold-,Washington Dulles Intl,Directed,918,,,0.0983
Washington Dulles Intl,Orlando Intl,Directed,919,,,0.1023
Pittsburgh Intll,Washington Dulles Intl,Directed,920,,,0.0204
Washington Dulles Intl,Houston Intercontinental,Directed,921,,,0.125
Philadelphia Intl,Washington Dulles Intl,Directed,922,,,0.0144
Seattle-Tacoma Intl,Washington Dulles Intl,Directed,923,,,0.2424
Washington Dulles Intl,Washington National,Directed,924,,,0.0022
Salt Lake City Intl,Washington Dulles Intl,Directed,925,,,0.1767
Washington Dulles Intl,San Diego Intl-Lindbergh Fld,Directed,926,,,0.2108
Washington Dulles Intl,Tampa Intl,Directed,927,,,0.1079
Baltimore-Washington Intl,Washington Dulles Intl,Directed,928,,,0.0046
Washington Dulles Intl,Luis Munoz Marin Intl,Directed,929,,,0.2044
Washington Dulles Intl,New Orleans Intl/Moisant Fld/,Directed,930,,,0.1075
Washington Dulles Intl,Norfolk Intl,Directed,931,,,0.0206
Greater Rochester Intl,Washington Dulles Intl,Directed,932,,,0.0399
Theodore Francis Green State,Washington Dulles Intl,Directed,933,,,0.0406
Washington Dulles Intl,Richmond Intll,Directed,934,,,0.0137
Harrisburg Intll,Washington Dulles Intl,Directed,935,,,0.0125
Portland Intl Jetport,Washington Dulles Intl,Directed,936,,,0.0579
Washington Dulles Intl,Savannah Intll,Directed,937,,,0.0678
Manchester,Washington Dulles Intl,Directed,938,,,0.0489
Washington Dulles Intl,Roanoke Regional/Woodrum Field,Directed,939,,,0.02
University Park,Washington Dulles Intl,Directed,940,,,0.0183
Lambert-St Louis Intl,Raleigh-Durham Intll,Directed,941,,,0.065
Raleigh-Durham Intll,Tampa Intl,Directed,942,,,0.0779
Raleigh-Durham Intll,Luis Munoz Marin Intl,Directed,943,,,0.1789
Raleigh-Durham Intll,Southwest Florida Intl,Directed,944,,,0.0905
Syracuse Hancock Intl,Raleigh-Durham Intll,Directed,945,,,0.0704
Greater Rochester Intl,Raleigh-Durham Intll,Directed,946,,,0.0694
Raleigh-Durham Intll,Sarasota/Bradenton Intl,Directed,947,,,0.0832
Richmond Intll,Raleigh-Durham Intll,Directed,948,,,0.0173
Raleigh-Durham Intll,Cyril E King,Directed,949,,,0.1818
Raleigh-Durham Intll,Savannah Intll,Directed,950,,,0.0379
Stewart Int'l,Raleigh-Durham Intll,Directed,951,,,0.0589
Chicago O'hare Intl,Cincinnati/Northern Kentucky I,Directed,952,,,0.0325
Cincinnati/Northern Kentucky I,Dallas/Fort Worth Intl,Directed,953,,,0.0862
Cincinnati/Northern Kentucky I,Los Angeles Intl,Directed,954,,,0.1786
Cincinnati/Northern Kentucky I,San Francisco Intl,Directed,955,,,0.1925
John F Kennedy Intl,Cincinnati/Northern Kentucky I,Directed,956,,,0.0574
Stapleton Intl,Cincinnati/Northern Kentucky I,Directed,957,,,0.1032
Cincinnati/Northern Kentucky I,Miami Intl,Directed,958,,,0.1285
La Guardia,Cincinnati/Northern Kentucky I,Directed,959,,,0.0574
Newark Intl,Cincinnati/Northern Kentucky I,Directed,960,,,0.0558
Cincinnati/Northern Kentucky I,Phoenix Sky Harbor Intl,Directed,961,,,0.1493
Detroit Metropolitan Wayne Cou,Cincinnati/Northern Kentucky I,Directed,962,,,0.031
Cincinnati/Northern Kentucky I,Lambert-St Louis Intl,Directed,963,,,0.0291
Minneapolis-St Paul Intl/Wold-,Cincinnati/Northern Kentucky I,Directed,964,,,0.0708
Cincinnati/Northern Kentucky I,Mc Carran Intl,Directed,965,,,0.1579
Cincinnati/Northern Kentucky I,Orlando Intl,Directed,966,,,0.1028
Pittsburgh Intll,Cincinnati/Northern Kentucky I,Directed,967,,,0.0265
Philadelphia Intl,Cincinnati/Northern Kentucky I,Directed,968,,,0.0486
Seattle-Tacoma Intl,Cincinnati/Northern Kentucky I,Directed,969,,,0.2078
Cincinnati/Northern Kentucky I,Washington National,Directed,970,,,0.0388
Salt Lake City Intl,Cincinnati/Northern Kentucky I,Directed,971,,,0.1401
Cincinnati/Northern Kentucky I,San Diego Intl-Lindbergh Fld,Directed,972,,,0.1762
Cincinnati/Northern Kentucky I,Tampa Intl,Directed,973,,,0.1064
Cincinnati/Northern Kentucky I,Raleigh-Durham Intll,Directed,974,,,0.0426
Cincinnati/Northern Kentucky I,Fort Lauderdale/Hollywood Intl,Directed,975,,,0.1261
Cincinnati/Northern Kentucky I,Memphis Intl,Directed,976,,,0.0468
Cincinnati/Northern Kentucky I,William P Hobby,Directed,977,,,0.1048
Kansas City Intl,Cincinnati/Northern Kentucky I,Directed,978,,,0.0513
Cincinnati/Northern Kentucky I,New Orleans Intl/Moisant Fld/,Directed,979,,,0.0911
Portland Intl,Cincinnati/Northern Kentucky I,Directed,980,,,0.2031
Indianapolis Intl,Cincinnati/Northern Kentucky I,Directed,981,,,0.0105
Cincinnati/Northern Kentucky I,Palm Beach Intl,Directed,982,,,0.1204
General Mitchell Intll,Cincinnati/Northern Kentucky I,Directed,983,,,0.0408
Cincinnati/Northern Kentucky I,Southwest Florida Intl,Directed,984,,,0.1204
Cincinnati/Northern Kentucky I,Jacksonville Intl,Directed,985,,,0.0831
Cincinnati/Northern Kentucky I,Norfolk Intl,Directed,986,,,0.0478
Syracuse Hancock Intl,Cincinnati/Northern Kentucky I,Directed,987,,,0.0584
Greater Rochester Intl,Cincinnati/Northern Kentucky I,Directed,988,,,0.0527
Cincinnati/Northern Kentucky I,Louisville Intl,Directed,989,,,0.01
Cincinnati/Northern Kentucky I,Sarasota/Bradenton Intl,Directed,990,,,0.1118
Cincinnati/Northern Kentucky I,Adams Field,Directed,991,,,0.0564
Cincinnati/Northern Kentucky I,Richmond Intll,Directed,992,,,0.0402
Cincinnati/Northern Kentucky I,Piedmont Triad Intll,Directed,993,,,0.0371
Kent County Intl,Cincinnati/Northern Kentucky I,Directed,994,,,0.037
Cincinnati/Northern Kentucky I,Mc Ghee Tyson,Directed,995,,,0.0311
Portland Intl Jetport,Cincinnati/Northern Kentucky I,Directed,996,,,0.0853
Cincinnati/Northern Kentucky I,Jackson Intll,Directed,997,,,0.0701
Cincinnati/Northern Kentucky I,Blue Grass,Directed,998,,,0.0096
Michiana Rgnl Transportation C,Cincinnati/Northern Kentucky I,Directed,999,,,0.0268
Fort Wayne Intll,Cincinnati/Northern Kentucky I,Directed,1000,,,0.0187
Chicago O'hare Intl,Fort Lauderdale/Hollywood Intl,Directed,1001,,,0.157
John F Kennedy Intl,Fort Lauderdale/Hollywood Intl,Directed,1002,,,0.1429
Fort Lauderdale/Hollywood Intl,Miami Intl,Directed,1003,,,0.0027
La Guardia,Fort Lauderdale/Hollywood Intl,Directed,1004,,,0.1441
Lambert-St Louis Intl,Fort Lauderdale/Hollywood Intl,Directed,1005,,,0.1319
Minneapolis-St Paul Intl/Wold-,Fort Lauderdale/Hollywood Intl,Directed,1006,,,0.1917
Orlando Intl,Fort Lauderdale/Hollywood Intl,Directed,1007,,,0.0234
Pittsburgh Intll,Fort Lauderdale/Hollywood Intl,Directed,1008,,,0.1378
Houston Intercontinental,Fort Lauderdale/Hollywood Intl,Directed,1009,,,0.086
Philadelphia Intl,Fort Lauderdale/Hollywood Intl,Directed,1010,,,0.1342
Tampa Intl,Fort Lauderdale/Hollywood Intl,Directed,1011,,,0.0219
Washington Dulles Intl,Fort Lauderdale/Hollywood Intl,Directed,1012,,,0.1238
Raleigh-Durham Intll,Fort Lauderdale/Hollywood Intl,Directed,1013,,,0.094
Memphis Intl,Fort Lauderdale/Hollywood Intl,Directed,1014,,,0.0994
Chicago Midway,Fort Lauderdale/Hollywood Intl,Directed,1015,,,0.1551
New Orleans Intl/Moisant Fld/,Fort Lauderdale/Hollywood Intl,Directed,1016,,,0.0637
Indianapolis Intl,Fort Lauderdale/Hollywood Intl,Directed,1017,,,0.1341
Palm Beach Intl,Fort Lauderdale/Hollywood Intl,Directed,1018,,,0.0059
General Mitchell Intll,Fort Lauderdale/Hollywood Intl,Directed,1019,,,0.1661
Southwest Florida Intl,Fort Lauderdale/Hollywood Intl,Directed,1020,,,0.0094
Long Island Mac Arthur,Fort Lauderdale/Hollywood Intl,Directed,1021,,,0.1452
St Petersburg/Clearwater Intl,Fort Lauderdale/Hollywood Intl,Directed,1022,,,0.0218
Chicago O'hare Intl,Memphis Intl,Directed,1023,,,0.067
San Francisco Intl,Memphis Intl,Directed,1024,,,0.1667
Memphis Intl,Miami Intl,Directed,1025,,,0.1013
Memphis Intl,Phoenix Sky Harbor Intl,Directed,1026,,,0.1133
Lambert-St Louis Intl,Memphis Intl,Directed,1027,,,0.0355
Minneapolis-St Paul Intl/Wold-,Memphis Intl,Directed,1028,,,0.0954
Pittsburgh Intll,Memphis Intl,Directed,1029,,,0.0719
Philadelphia Intl,Memphis Intl,Directed,1030,,,0.0881
Seattle-Tacoma Intl,Memphis Intl,Directed,1031,,,0.2028
Memphis Intl,Tampa Intl,Directed,1032,,,0.0775
Memphis Intl,New Orleans Intl/Moisant Fld/,Directed,1033,,,0.0483
Memphis Intl,San Antonio Intl,Directed,1034,,,0.0681
General Mitchell Intll,Memphis Intl,Directed,1035,,,0.0762
Memphis Intl,Southwest Florida Intl,Directed,1036,,,0.0915
Will Rogers World,Memphis Intl,Directed,1037,,,0.0389
Tulsa Intl,Memphis Intl,Directed,1038,,,0.032
Louisville Intl,Memphis Intl,Directed,1039,,,0.0369
Eppley Airfield,Memphis Intl,Directed,1040,,,0.0669
Mc Ghee Tyson,Memphis Intl,Directed,1041,,,0.0314
Memphis Intl,Eglin Afb,Directed,1042,,,0.047
Chicago O'hare Intl,Cleveland-Hopkins Intl,Directed,1043,,,0.0313
Cleveland-Hopkins Intl,Dallas/Fort Worth Intl,Directed,1044,,,0.1123
Cleveland-Hopkins Intl,Los Angeles Intl,Directed,1045,,,0.1993
Cleveland-Hopkins Intl,San Francisco Intl,Directed,1046,,,0.2095
Cleveland-Hopkins Intl,John F Kennedy Intl,Directed,1047,,,0.0418
Cleveland-Hopkins Intl,Stapleton Intl,Directed,1048,,,0.1183
Cleveland-Hopkins Intl,Miami Intl,Directed,1049,,,0.1494
Cleveland-Hopkins Intl,La Guardia,Directed,1050,,,0.0412
Cleveland-Hopkins Intl,Newark Intl,Directed,1051,,,0.0398
Cleveland-Hopkins Intl,Phoenix Sky Harbor Intl,Directed,1052,,,0.1715
Detroit Metropolitan Wayne Cou,Cleveland-Hopkins Intl,Directed,1053,,,0.0108
Cleveland-Hopkins Intl,Lambert-St Louis Intl,Directed,1054,,,0.0502
Minneapolis-St Paul Intl/Wold-,Cleveland-Hopkins Intl,Directed,1055,,,0.0667
Cleveland-Hopkins Intl,Mc Carran Intl,Directed,1056,,,0.1771
Cleveland-Hopkins Intl,Orlando Intl,Directed,1057,,,0.124
Cleveland-Hopkins Intl,Pittsburgh Intll,Directed,1058,,,0.0121
Cleveland-Hopkins Intl,Houston Intercontinental,Directed,1059,,,0.129
Cleveland-Hopkins Intl,Philadelphia Intl,Directed,1060,,,0.0368
Seattle-Tacoma Intl,Cleveland-Hopkins Intl,Directed,1061,,,0.2139
Cleveland-Hopkins Intl,Charlotte/Douglas Intl,Directed,1062,,,0.0594
Cleveland-Hopkins Intl,Washington National,Directed,1063,,,0.0346
Cleveland-Hopkins Intl,Tampa Intl,Directed,1064,,,0.1284
Cleveland-Hopkins Intl,Washington Dulles Intl,Directed,1065,,,0.0325
Cleveland-Hopkins Intl,Raleigh-Durham Intll,Directed,1066,,,0.0552
Cleveland-Hopkins Intl,Cincinnati/Northern Kentucky I,Directed,1067,,,0.0267
Cleveland-Hopkins Intl,Fort Lauderdale/Hollywood Intl,Directed,1068,,,0.1469
Chicago Midway,Cleveland-Hopkins Intl,Directed,1069,,,0.0302
Cleveland-Hopkins Intl,Kansas City Intl,Directed,1070,,,0.0685
Cleveland-Hopkins Intl,New Orleans Intl/Moisant Fld/,Directed,1071,,,0.1172
Cleveland-Hopkins Intl,Indianapolis Intl,Directed,1072,,,0.0278
Cleveland-Hopkins Intl,Palm Beach Intl,Directed,1073,,,0.141
General Mitchell Intll,Cleveland-Hopkins Intl,Directed,1074,,,0.0341
Cleveland-Hopkins Intl,Southwest Florida Intl,Directed,1075,,,0.1421
Theodore Francis Green State,Cleveland-Hopkins Intl,Directed,1076,,,0.0532
Cleveland-Hopkins Intl,Louisville Intl,Directed,1077,,,0.0367
Cleveland-Hopkins Intl,Sarasota/Bradenton Intl,Directed,1078,,,0.1339
Cleveland-Hopkins Intl,Yampa Valley,Directed,1079,,,0.1295
Lambert-St Louis Intl,Luis Munoz Marin Intl,Directed,1080,,,0.2303
Tampa Intl,Luis Munoz Marin Intl,Directed,1081,,,0.124
Luis Munoz Marin Intl,Cyril E King,Directed,1082,,,0.0054
Luis Munoz Marin Intl,Alexander Hamilton,Directed,1083,,,0.0094
Chicago O'hare Intl,William P Hobby,Directed,1084,,,0.1237
John F Kennedy Intl,William P Hobby,Directed,1085,,,0.1517
William P Hobby,Miami Intl,Directed,1086,,,0.0848
Phoenix Sky Harbor Intl,William P Hobby,Directed,1087,,,0.0926
Lambert-St Louis Intl,William P Hobby,Directed,1088,,,0.0905
Minneapolis-St Paul Intl/Wold-,William P Hobby,Directed,1089,,,0.146
Memphis Intl,William P Hobby,Directed,1090,,,0.0582
Chicago Midway,William P Hobby,Directed,1091,,,0.1222
New Orleans Intl/Moisant Fld/,William P Hobby,Directed,1092,,,0.0258
William P Hobby,San Antonio Intl,Directed,1093,,,0.0162
Will Rogers World,William P Hobby,Directed,1094,,,0.0562
Tulsa Intl,William P Hobby,Directed,1095,,,0.0627
Midland Intll,William P Hobby,Directed,1096,,,0.0415
William P Hobby,Rio Grande Valley Intl,Directed,1097,,,0.0349
Chicago Midway,Lambert-St Louis Intl,Directed,1098,,,0.0319
Minneapolis-St Paul Intl/Wold-,Chicago Midway,Directed,1099,,,0.0406
Chicago Midway,Pittsburgh Intll,Directed,1100,,,0.0403
Seattle-Tacoma Intl,Chicago Midway,Directed,1101,,,0.1841
Chicago Midway,Tampa Intl,Directed,1102,,,0.1347
Chicago Midway,Southwest Florida Intl,Directed,1103,,,0.1489
Chicago Midway,Savannah Intll,Directed,1104,,,0.0981
Chicago Midway,Capital,Directed,1105,,,0.021
Chicago Midway,St Petersburg/Clearwater Intl,Directed,1106,,,0.1351
Chicago O'hare Intl,Nashville Intll,Directed,1107,,,0.0562
Nashville Intll,Dallas/Fort Worth Intl,Directed,1108,,,0.0611
Nashville Intll,Los Angeles Intl,Directed,1109,,,0.1628
San Francisco Intl,Nashville Intll,Directed,1110,,,0.1823
Stapleton Intl,Nashville Intll,Directed,1111,,,0.0991
Nashville Intll,Miami Intl,Directed,1112,,,0.1039
La Guardia,Nashville Intll,Directed,1113,,,0.079
General Edward Lawrence Logan,Nashville Intll,Directed,1114,,,0.0997
Newark Intl,Nashville Intll,Directed,1115,,,0.0773
Nashville Intll,Phoenix Sky Harbor Intl,Directed,1116,,,0.1315
Detroit Metropolitan Wayne Cou,Nashville Intll,Directed,1117,,,0.0606
Lambert-St Louis Intl,Nashville Intll,Directed,1118,,,0.0313
Minneapolis-St Paul Intl/Wold-,Nashville Intll,Directed,1119,,,0.09
Nashville Intll,Mc Carran Intl,Directed,1120,,,0.145
Nashville Intll,Orlando Intl,Directed,1121,,,0.0784
Pittsburgh Intll,Nashville Intll,Directed,1122,,,0.0531
Nashville Intll,Houston Intercontinental,Directed,1123,,,0.0734
Philadelphia Intl,Nashville Intll,Directed,1124,,,0.0684
Nashville Intll,Charlotte/Douglas Intl,Directed,1125,,,0.0305
Washington National,Nashville Intll,Directed,1126,,,0.0556
Nashville Intll,San Diego Intl-Lindbergh Fld,Directed,1127,,,0.1586
Nashville Intll,Tampa Intl,Directed,1128,,,0.0807
Baltimore-Washington Intl,Nashville Intll,Directed,1129,,,0.0587
Nashville Intll,Raleigh-Durham Intll,Directed,1130,,,0.0403
Cincinnati/Northern Kentucky I,Nashville Intll,Directed,1131,,,0.0297
Nashville Intll,Fort Lauderdale/Hollywood Intl,Directed,1132,,,0.1017
Nashville Intll,Memphis Intl,Directed,1133,,,0.0197
Cleveland-Hopkins Intl,Nashville Intll,Directed,1134,,,0.0562
Nashville Intll,Luis Munoz Marin Intl,Directed,1135,,,0.1991
Nashville Intll,William P Hobby,Directed,1136,,,0.0758
Chicago Midway,Nashville Intll,Directed,1137,,,0.0544
Kansas City Intl,Nashville Intll,Directed,1138,,,0.0509
Nashville Intll,New Orleans Intl/Moisant Fld/,Directed,1139,,,0.0614
Indianapolis Intl,Nashville Intll,Directed,1140,,,0.0344
Nashville Intll,Palm Beach Intl,Directed,1141,,,0.0963
Nashville Intll,San Antonio Intl,Directed,1142,,,0.087
General Mitchell Intll,Nashville Intll,Directed,1143,,,0.0655
Port Columbus Intl,Nashville Intll,Directed,1144,,,0.0417
Nashville Intll,Southwest Florida Intl,Directed,1145,,,0.095
Nashville Intll,Jacksonville Intl,Directed,1146,,,0.0595
Norfolk Intl,Nashville Intll,Directed,1147,,,0.0539
Louisville Intl,Nashville Intll,Directed,1148,,,0.0202
Nashville Intll,Adams Field,Directed,1149,,,0.0312
Richmond Intll,Nashville Intll,Directed,1150,,,0.0495
Nashville Intll,Piedmont Triad Intll,Directed,1151,,,0.0344
Nashville Intll,Mc Ghee Tyson,Directed,1152,,,0.014
Nashville Intll,Huntsville Intl-Carl T Jones F,Directed,1153,,,0.0142
Nashville Intll,"Baton Rouge Metropolitan, Ryan",Directed,1154,,,0.058
Nashville Intll,Pensacola Regional,Directed,1155,,,0.0541
Nashville Intll,Jackson Intll,Directed,1156,,,0.0404
Blue Grass,Nashville Intll,Directed,1157,,,0.0211
Michiana Rgnl Transportation C,Nashville Intll,Directed,1158,,,0.0533
